;Class;Order;Family
denovo126183;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo36396;Spartobacteria;Chthoniobacterales;DA101 soil group
denovo162701;Chloroplast;0;0
denovo26419;Candidatus Moranbacteria;uncultured bacterium;0
denovo134163;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo155104;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo160769;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo45087;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo23589;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo119517;Deltaproteobacteria;Oligoflexales;Oligoflexaceae
denovo144629;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo16927;Gammaproteobacteria;Aeromonadales;Aeromonadaceae
denovo125751;Sphingobacteriia;Sphingobacteriales;env.OPS 17
denovo32350;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
denovo114390;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo132251;Actinobacteria;Frankiales;Sporichthyaceae
denovo25943;Actinobacteria;Frankiales;Sporichthyaceae
denovo126287;Chloroplast;0;0
denovo160518;Gammaproteobacteria;1013-28-CG33;0
denovo25089;Chitinivibrionia;possible order 07;uncultured bacterium
denovo124025;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
denovo21474;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo125992;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo156244;Gammaproteobacteria;Chromatiales;0
denovo12974;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo45041;Actinobacteria;Micrococcales;Microbacteriaceae
denovo11129;Bacteroidetes vadinHA17;uncultured bacterium;0
denovo144922;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo159103;Chloroplast;0;0
denovo139933;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo4686;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo4354;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae
denovo4386;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo18086;uncultured bacterium;0;0
denovo109807;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo15764;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo36086;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo44091;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo43087;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo43308;Actinobacteria;Micrococcales;Microbacteriaceae
denovo46538;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo133589;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo4607;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo29007;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae
denovo132283;Deltaproteobacteria;Bradymonadales;0
denovo113100;Actinobacteria;Micrococcales;Microbacteriaceae
denovo45170;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo134021;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
denovo134271;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo127675;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo124082;Actinobacteria;Micrococcales;Microbacteriaceae
denovo29700;Chloroplast;0;0
denovo45057;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo24945;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo155210;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
denovo133640;OPB35 soil group;uncultured bacterium;0
denovo125451;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo38064;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo11333;OPB35 soil group;uncultured bacterium;0
denovo26069;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo21715;Chloroplast;uncultured bacterium;0
denovo34368;Spartobacteria;Chthoniobacterales;DA101 soil group
denovo122046;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo19825;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo138131;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo153195;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo41030;uncultured bacterium;0;0
denovo32900;OPB35 soil group;uncultured bacterium;0
denovo24217;Chloroplast;0;0
denovo35275;uncultured bacterium;0;0
denovo44488;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo44422;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo35531;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo114744;Alphaproteobacteria;Rickettsiales;SM2D12
denovo15210;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
denovo24530;Actinobacteria;Frankiales;Sporichthyaceae
denovo111105;Bacteroidia;Bacteroidales;Bacteroidaceae
denovo33176;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae
denovo109750;SBR2076;uncultured bacterium;0
denovo115054;Lentisphaeria;Victivallales;PRD18C08
denovo4558;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo133262;Actinobacteria;Frankiales;Sporichthyaceae
denovo25441;Actinobacteria;Micrococcales;Microbacteriaceae
denovo35983;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo136131;uncultured bacterium;0;0
denovo125700;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo132391;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo144607;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo140364;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo39723;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo29329;Deltaproteobacteria;Oligoflexales;0319-6G20
denovo22704;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo132275;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
denovo134502;Actinobacteria;Micrococcales;Microbacteriaceae
denovo140444;Deltaproteobacteria;Myxococcales;Blfdi19
denovo115601;S-BQ2-57 soil group;uncultured bacterium;0
denovo157981;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo151901;Chloroplast;0;0
denovo124690;Cyanobacteria;SubsectionI;FamilyI
denovo144152;Actinobacteria;Frankiales;Sporichthyaceae
denovo130916;Actinobacteria;Micrococcales;Microbacteriaceae
denovo46815;Gammaproteobacteria;Xanthomonadales;Solimonadaceae
denovo36432;Actinobacteria;Micrococcales;Microbacteriaceae
denovo122512;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo139264;uncultured bacterium;0;0
denovo12123;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo40811;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo121236;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo152736;Chloroplast;0;0
denovo131928;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo116150;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae
denovo16675;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo163194;Candidatus Nomurabacteria;uncultured bacterium;0
denovo43255;Chloroplast;0;0
denovo113309;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo28319;Actinobacteria;Micrococcales;Microbacteriaceae
denovo19965;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo19325;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
denovo127286;Chloroplast;0;0
denovo152628;Cyanobacteria;SubsectionII;FamilyII
denovo110059;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo28670;Cytophagia;Cytophagales;Cytophagaceae
denovo125912;Cytophagia;Cytophagales;Cytophagaceae
denovo156576;Deltaproteobacteria;Oligoflexales;Oligoflexaceae
denovo108340;Chloroplast;uncultured bacterium;0
denovo10123;Cyanobacteria;SubsectionI;FamilyI
denovo100209;Chloroplast;uncultured cyanobacterium;0
denovo108256;Chloroplast;0;0
denovo106618;Cyanobacteria;SubsectionI;FamilyI
denovo70196;Cyanobacteria;SubsectionI;FamilyI
denovo62981;Clostridia;Clostridiales;Ruminococcaceae
denovo76490;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo63160;Gammaproteobacteria;Pseudomonadales;Moraxellaceae
denovo7058;Cyanobacteria;SubsectionI;FamilyI
denovo67499;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo68030;Fusobacteriia;Fusobacteriales;Fusobacteriaceae
denovo71087;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo68236;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo70578;Cyanobacteria;SubsectionI;FamilyI
denovo67410;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo75982;Oligosphaeria;P.palmC41;uncultured bacterium
denovo7545;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo68414;Gammaproteobacteria;Methylococcales;Methylococcaceae
denovo66478;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo64049;Betaproteobacteria;Burkholderiales;0
denovo6329;Cyanobacteria;SubsectionI;FamilyI
denovo70151;Betaproteobacteria;SC-I-84;uncultured bacterium
denovo66344;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo61847;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
denovo75560;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo7002;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo70453;Cyanobacteria;SubsectionI;FamilyI
denovo64917;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo76243;Bacteroidetes BD2-2;uncultured bacterium;0
denovo65545;Cyanobacteria;SubsectionI;FamilyI
denovo76497;OPB35 soil group;0;0
denovo68128;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo73392;uncultured bacterium;0;0
denovo63455;Cyanobacteria;SubsectionIII;FamilyI
denovo72744;Cyanobacteria;SubsectionI;FamilyI
denovo73750;Actinobacteria;Micrococcales;Microbacteriaceae
denovo65118;Cyanobacteria;SubsectionI;FamilyI
denovo63165;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo6332;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo67525;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo71431;Chloroplast;0;0
denovo63583;Actinobacteria;Frankiales;Sporichthyaceae
denovo63827;Cyanobacteria;SubsectionII;FamilyII
denovo108308;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo104806;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo106077;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo104289;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo102462;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo107596;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo102677;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo100645;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo107918;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo91970;Cytophagia;Cytophagales;Cytophagaceae
denovo96780;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo97882;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo91734;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo95622;Sphingobacteriia;Sphingobacteriales;uncultured
denovo84531;Cyanobacteria;SubsectionI;FamilyI
denovo86779;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo60564;Deltaproteobacteria;Bradymonadales;uncultured delta proteobacterium
denovo79233;Gammaproteobacteria;Aeromonadales;Aeromonadaceae
denovo98237;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae
denovo93015;Gammaproteobacteria;Methylococcales;Methylococcaceae
denovo89935;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo9892;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo95436;Chloroplast;0;0
denovo96539;Cyanobacteria;SubsectionI;FamilyI
denovo61464;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo92376;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo84569;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo84036;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo81276;Cyanobacteria;SubsectionI;FamilyI
denovo59542;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae
denovo83065;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo96827;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo86561;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo83638;Cyanobacteria;SubsectionI;FamilyI
denovo98823;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo93923;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo86519;Cyanobacteria;SubsectionIII;FamilyI
denovo59301;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo94182;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo99693;Gammaproteobacteria;Xanthomonadales;0
denovo86200;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo60831;Cyanobacteria;SubsectionI;FamilyI
denovo99165;uncultured bacterium;0;0
denovo96428;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo86988;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo83683;SJA-15;uncultured bacterium;0
denovo92338;Ignavibacteria;Ignavibacteriales;PHOS-HE36
denovo76905;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo98937;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo85888;Gammaproteobacteria;Alteromonadales;Idiomarinaceae
denovo98917;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo76859;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae
denovo91113;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo89887;Chloroplast;0;0
denovo96790;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo57;Deltaproteobacteria;Myxococcales;Blfdi19
denovo97464;Gammaproteobacteria;Pseudomonadales;Moraxellaceae
denovo93948;Sphingobacteriia;Sphingobacteriales;PHOS-HE51
denovo58006;Cyanobacteria;SubsectionI;FamilyI
denovo60357;uncultured bacterium;0;0
denovo61337;Chlorobia;Chlorobiales;OPB56
denovo80527;Gammaproteobacteria;Thiotrichales;EV818SWSAP88
denovo94371;Cyanobacteria;SubsectionI;FamilyI
denovo99144;Gammaproteobacteria;Aeromonadales;Aeromonadaceae
denovo91811;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae
denovo90480;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo89933;Cyanobacteria;SubsectionI;FamilyI
denovo60182;Gammaproteobacteria;0;0
denovo99725;Actinobacteria;Micrococcales;Microbacteriaceae
denovo96277;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo59686;uncultured bacterium;0;0
denovo95636;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo91750;Chloroflexia;Chloroflexales;Roseiflexaceae
denovo91375;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo98282;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo90745;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo99806;Gammaproteobacteria;Chromatiales;Chromatiaceae
denovo7878;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo93132;0;0;0
denovo9039;Cyanobacteria;SubsectionI;FamilyI
denovo98941;OPB35 soil group;uncultured Verrucomicrobia bacterium;0
denovo89977;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo99448;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae
denovo98565;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae
denovo61006;Gammaproteobacteria;Chromatiales;Chromatiaceae
denovo92968;Cyanobacteria;SubsectionI;FamilyI
denovo92075;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo99952;Chloroflexia;Chloroflexales;Roseiflexaceae
denovo98035;Opitutae;Opitutales;Opitutaceae
denovo82745;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo82579;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo97436;Cyanobacteria;SubsectionI;FamilyI
denovo81033;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo9685;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo81254;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo99519;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo91641;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo59341;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo90556;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo108396;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo105039;Gammaproteobacteria;Vibrionales;Vibrionaceae
denovo101842;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo106450;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo108179;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo107579;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo100804;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo106466;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo107240;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo10003;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo107241;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
denovo105557;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo108226;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo88293;Cyanobacteria;SubsectionIII;FamilyI
denovo88706;Bacilli;Bacillales;Planococcaceae
denovo88112;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae
denovo140886;Gammaproteobacteria;Oceanospirillales;Halomonadaceae
denovo87749;Bacteroidetes VC2.1 Bac22;uncultured Bacteroidetes bacterium;0
denovo14167;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo141978;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo14159;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo143574;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo142100;Alphaproteobacteria;Rickettsiales;Mitochondria
denovo87160;Cyanobacteria;SubsectionI;FamilyI
denovo88560;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo142090;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo88700;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis
denovo140767;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo87626;Holophagae;Subgroup 7;uncultured bacterium
denovo140627;uncultured bacterium;0;0
denovo143610;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo14360;uncultured bacterium;0;0
denovo87602;OPB35 soil group;uncultured bacterium;0
denovo140836;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo886;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo141805;Chloroplast;uncultured bacterium;0
denovo141475;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo143165;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo142572;Opitutae;Opitutales;Opitutaceae
denovo141991;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
denovo87065;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo149485;Bacteroidetes BD2-2;0;0
denovo146657;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo14697;Chloroplast;0;0
denovo145160;Caldilineae;Caldilineales;Caldilineaceae
denovo150539;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo146968;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo145347;Deltaproteobacteria;Myxococcales;Blfdi19
denovo145182;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
denovo148863;Chlorobia;Chlorobiales;OPB56
denovo145610;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo148936;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo149476;Deltaproteobacteria;Desulfarculales;Desulfarculaceae
denovo149295;Sphingobacteriia;Sphingobacteriales;0
denovo15032;Actinobacteria;Frankiales;Sporichthyaceae
denovo148011;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae
denovo150031;OPB35 soil group;uncultured bacterium;0
denovo146404;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo148480;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo145463;Mollicutes;Acholeplasmatales;Acholeplasmataceae
denovo146046;Actinobacteria;Frankiales;Sporichthyaceae
denovo14871;Cytophagia;Cytophagales;Cytophagaceae
denovo54702;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo54260;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo49155;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo54605;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo49846;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae
denovo4957;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo51716;Gammaproteobacteria;HOC36;uncultured bacterium
denovo55516;Ignavibacteria;Ignavibacteriales;PHOS-HE36
denovo49077;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo50873;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo51952;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo50471;Cyanobacteria;SubsectionI;FamilyI
denovo47773;Bacilli;Lactobacillales;Streptococcaceae
denovo53360;Chloroplast;uncultured bacterium;0
denovo5030;Cyanobacteria;SubsectionI;FamilyI
