OUT,Phylum,Order,Class,Family,Species
denovo137095,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo86009,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo83639,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Lentimicrobiaceae,
denovo144212,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo121550,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo27224,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo110182,Proteobacteria,Gammaproteobacteria,uncultured,,
denovo126380,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium
denovo15958,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo128433,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo94078,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Lentimicrobiaceae,uncultured bacterium
denovo125004,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo160997,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo13315,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Inhella
denovo49028,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,KD3-93,uncultured bacterium
denovo27082,Bacteroidetes,Bacteroidia,Bacteroidia Incertae Sedis,Draconibacteriaceae,
denovo116754,Acidobacteria,Holophagae,Holophagales,Holophagaceae,uncultured
denovo117559,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo90102,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia
denovo156928,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo28072,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter
denovo22058,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,uncultured
denovo47291,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo45,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo8607,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
denovo47056,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo113000,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo28707,Acidobacteria,Holophagae,Subgroup 7,uncultured bacterium,
denovo163375,Verrucomicrobia,S-BQ2-57 soil group,uncultured bacterium,,
denovo80167,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo122285,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo147701,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo115072,Cyanobacteria,Cyanobacteria,,,
denovo56620,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo143680,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo148410,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo141087,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Lentimicrobiaceae,uncultured bacterium
denovo36626,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo161132,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured bacterium,
denovo123627,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo99627,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
denovo16520,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo135593,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
denovo92912,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo73100,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,
denovo117412,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo31614,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo31907,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothrix
denovo18407,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Microcystis
denovo42447,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium
denovo119162,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo20752,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured
denovo85534,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo98327,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,uncultured
denovo27345,Parcubacteria,uncultured bacterium,,,
denovo89959,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo60287,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo42388,Fusobacteria,Fusobacteriia,Fusobacteriales,Hados.Sed.Eubac.3,uncultured bacterium
denovo16515,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans
denovo88448,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca
denovo136752,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo136307,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo10103,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,uncultured bacterium
denovo97049,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo25930,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
denovo121438,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,uncultured
denovo38298,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo23235,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothrix
denovo91206,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo93947,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo75690,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo63544,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo154664,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Enhygromyxa
denovo128524,Cyanobacteria,ML635J-21,uncultured bacterium,,
denovo97785,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo86503,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitratisoma
denovo65192,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
denovo83087,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo151905,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo60161,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo32854,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
denovo46855,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
denovo44026,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo20459,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo30827,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,
denovo100518,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella
denovo42278,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,uncultured bacterium
denovo150980,Parcubacteria,uncultured bacterium,,,
denovo71009,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
denovo22679,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,
denovo52388,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo95650,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo49783,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium
denovo78281,Verrucomicrobia,OPB35 soil group,,,
denovo56540,Verrucomicrobia,Spartobacteria,Chthoniobacterales,LD29,uncultured bacterium
denovo44902,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo10426,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Macellibacteroides
denovo118801,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo45470,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo73591,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo128156,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo110980,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella
denovo84717,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
denovo7494,Parcubacteria,uncultured bacterium,,,
denovo42940,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio
denovo106548,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax
denovo88679,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo144580,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans
denovo51617,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Lentimicrobiaceae,uncultured bacterium
denovo128395,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo93948,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo52531,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo7650,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo128680,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo47473,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Limnoluna
denovo102807,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
denovo158379,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo44422,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Sphaerotilus
denovo126307,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo97699,Parcubacteria,uncultured bacterium,,,
denovo43113,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo138824,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo61460,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo158149,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea
denovo36076,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo133821,Bacteroidetes,WCHB1-32,uncultured bacterium,,
denovo53645,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo150745,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo79346,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,uncultured bacterium
denovo57107,Spirochaetae,Spirochaetes,Spirochaetales,PL-11B10,uncultured bacterium
denovo141954,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo61016,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas
denovo50484,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Alpinimonas
denovo143395,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo25706,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo32988,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo111580,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo41938,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo30751,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
denovo116760,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,
denovo9957,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo39858,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo22551,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured
denovo47442,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo26454,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo88644,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo46872,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Limnoluna
denovo119057,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,
denovo76165,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo110761,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo108399,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola
denovo41794,Firmicutes,Clostridia,Clostridiales,Family XIII,[Eubacterium] brachy group
denovo69326,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo150920,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea
denovo128000,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium
denovo100742,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo69380,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo87111,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo95151,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Lentimicrobiaceae,uncultured bacterium
denovo53758,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo80795,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo123170,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo74394,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo140947,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo32463,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pseudarcicella
denovo151306,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Acetobacteroides
denovo58761,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea
denovo18536,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo123559,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Lentimicrobiaceae,
denovo45181,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo16675,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo60438,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo82891,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,
denovo93554,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacterales Incertae Sedis,Terrimicrobium
denovo32086,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo111777,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo33067,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo11647,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo95845,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo111921,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Candidatus Aquirestis
denovo61847,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,uncultured
denovo15225,Parcubacteria,Candidatus Campbellbacteria,uncultured bacterium,,
denovo22166,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo154906,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo85320,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo63605,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas
denovo147293,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo58646,Gracilibacteria,uncultured bacterium,,,
denovo55773,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo145609,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula
denovo152374,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo20320,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo72969,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,uncultured bacterium
denovo158458,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo1648,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo51688,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo44250,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella
denovo159110,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter
denovo45183,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix
denovo102712,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
denovo107426,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloparacoccus
denovo101450,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo12885,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo148480,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo82454,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured
denovo8072,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo120519,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo119423,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo157941,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Planktoluna
denovo87595,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo82812,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo57924,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo22691,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081 sediment group
denovo3094,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo73071,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Limnoluna
denovo85500,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans
denovo4883,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
denovo142542,Fibrobacteres,Chitinivibrionia,possible order 07,uncultured bacterium,
denovo69875,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo84569,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo85664,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo2861,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Leptolyngbya
denovo121473,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo19608,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo104150,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo162654,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo116450,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
denovo116141,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,
denovo18100,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo20146,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo132964,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo78433,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo70798,Proteobacteria,Betaproteobacteria,Burkholderiales,,
denovo121788,Parcubacteria,uncultured bacterium,,,
denovo55475,Bacteroidetes,Bacteroidia,Bacteroidia Incertae Sedis,Draconibacteriaceae,uncultured
denovo37224,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter
denovo48981,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia
denovo76588,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,uncultured delta proteobacterium
denovo110498,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus
